"","GrazedEstimate","GrazedSE","UngrazedEstimate","UngrazedSE","Pvalue","SpeciesIDCode","hochberg"
"1",0.0119345984007631,0.264162788167774,0.528054875880965,0.373582597701157,0.169571556492456,"AcmAm",0.81848174764064
"2",0.00000000000000000262265537765723,0.00414166684933255,0.00585720142915716,0.00585720142915715,0.319242396975892,"AirCa",0.81848174764064
"3",0.209518263611407,0.166306031253189,0.468209206028594,0.235192244902703,0.272872009431138,"AloSa",0.81848174764064
"4",0.229532595828411,0.209373140213513,0.743284681931283,0.296098334486594,0.0846288055191427,"AveFa",0.81848174764064
"5",7.24759881980227,0.839641464295533,4.86479378212457,1.18743234633755,0.0459311624805622,"BarGr",0.81848174764064
"6",0,0,0,0,NA,"BleNa",NA
"7",0.364888603255238,0.281362605664771,1.63202425956181,0.397906812875753,0.00176709255750514,"BriMi",0.0742178874152157
"8",-0.00000000000000000524531075531447,0.0127613691539483,0.0233915214731399,0.0180473013319633,0.197321107892949,"BroEl",0.81848174764064
"9",0.802980059589038,0.129511322793301,0.418753627345052,0.183156669175166,0.0371521218970072,"BroMi",0.81848174764064
"10",0,0,0,0,NA,"BroDi",NA
"11",0.0272331154684097,0.0461428721889358,0.070593434906143,0.0652558756564414,0.507264229226002,"BroHo",0.81848174764064
"12",0,0,0,0,NA,"CasAt",NA
"13",1.82943855549613,0.344451890942527,1.39967913185115,0.487128535755981,0.37851095282606,"CasCa",0.81848174764064
"14",0.866198317846208,0.201234184286681,0.785543024362802,0.284588112631311,0.777096980670222,"CenSp",0.81848174764064
"15",0,0,0,0,NA,"ChlPo",NA
"16",0.0716761931938223,0.129395200019072,0.395921519156142,0.182992446772951,0.0783972828977617,"CinQu",0.81848174764064
"17",0.807181495800861,0.320742063548869,0.114744693057946,0.453597776294345,0.129098651520485,"CotCo",0.81848174764064
"18",0.0212585034013622,0.069530517188281,0.149921264343138,0.0983310004064827,0.192902579962208,"CroSe",0.81848174764064
"19",6.4584273497993,1.14857694037425,7.69970687822997,1.62433308650627,0.44548193034332,"DesDa",0.81848174764064
"20",4.14761746280821,0.620312073782011,2.13944787886813,0.877253747646302,0.0229112305732569,"DowBi",0.81848174764064
"21",1.33914600549861,0.409926609284976,1.12600883937697,0.579723770428431,0.713444749515075,"DowCu",0.81848174764064
"22",0.570512322094177,0.353071935978826,1.35775156924083,0.499319120354582,0.116249590068691,"DowOr",0.81848174764064
"23",0,0,0,0,NA,"EleAr",NA
"24",5.72532170214006,0.694574297653251,2.30404822206808,0.982276391816996,0.000601147515796801,"EleMa",0.0258493431792625
"25",0,0,0,0,NA,"ElyCa",NA
"26",0.0250454432785262,0.45611088258342,1.41988752070097,0.645038196095435,0.0324865762435667,"EroBo",0.81848174764064
"27",12.640013399115,0.870055575339053,9.36038855749305,1.23044439466282,0.00820964433327514,"EryCa",0.328385773331006
"28",0,0,0,0,NA,"EscLo",NA
"29",1.18624645889172,0.5533542075309,2.32867217359733,0.782561025086416,0.145639499639174,"FesBr",0.81848174764064
"30",0.455368267543804,0.199333329294212,0.33738779549306,0.281899897720857,0.675933348388586,"FesPe",0.81848174764064
"31",0,0,0,0,NA,"GerDi",NA
"32",0.715061447964387,0.231794359571548,-0.0000000000000014432899320127,0.327806726987669,0.0310286617887782,"GlyDe",0.81848174764064
"33",2.00459417557693,0.593770897491962,4.03562975227927,0.839718856175578,0.0165268203589353,"GraEb",0.644545993998478
"34",0,0,0,0,NA,"HolVi",NA
"35",1.89261745515243,0.419022939239828,0.757115722107591,0.592587923618403,0.0569794291575295,"HorMa",0.81848174764064
"36",0,0,0,0,NA,"HypRa",NA
"37",0.0902730760550667,0.153911431077912,0.312166508660481,0.217663633234636,0.309406542820762,"JunBa",0.81848174764064
"38",1.44563313913246,0.492941553768526,1.9006857922846,0.697124630796716,0.514532964584478,"JunBu",0.81848174764064
"39",0.419290689604694,0.416839258583072,2.22223769843192,0.589499732817726,0.00260908325624609,"JunCa",0.10697241350609
"40",0.266660542728141,0.363782930741626,1.23898443762454,0.51446675441464,0.0607786089797302,"JunPa",0.81848174764064
"41",7.39270726766995,1.41966115502801,15.9137093406701,2.00770405941487,0.0000338872048633217,"LasFr",0.0015588114237128
"42",0.676216965608387,0.201539310723422,0.00000000000000077715611723761,0.28501962657639,0.0191920332654361,"LasGl",0.729297264086573
"43",0.114680640996432,0.329077652579925,1.01320603808859,0.465386079352431,0.0555790629133705,"LayFr",0.81848174764064
"44",7.89678091956034,1.52296957736487,18.6040058377328,2.15380423139102,0.00000134085414515219,"LeoSa",0.000063020144822153
"45",0.000000000000000021855461480477,0.00701494822605701,0.00992063492063492,0.00992063492063491,0.319242396975892,"LupBi",0.81848174764064
"46",2.20405016608919,0.339641129001832,0.336974254077265,0.480325090974102,0.000152397740603175,"LytHy",0.00685789832714288
"47",8.07555008548294,0.871344684485606,1.45824897641424,1.23226747030125,0.000000292076042281941,"NavLe",0.0000140196500295332
"48",0.413879179664499,0.227155801319801,0.328220108246357,0.321246814998191,0.789996974361306,"NavMe",0.81848174764064
"49",0.0500200080032013,0.0586538654587148,0.0904463828077209,0.0829490920173214,0.626459446078124,"PilAm",0.81848174764064
"50",4.17032088887003,0.725162942589597,3.8136869790615,1.02553526834059,0.728324295370015,"PlaSt",0.81848174764064
"51",0.00000000000000251774916255095,0.23343205966108,0.640868085579765,0.330122784665385,0.0544720310918882,"PlaGr",0.81848174764064
"52",1.63995571297058,0.432821654634987,2.70477381334237,0.612102254073563,0.0831971579104546,"PogZi",0.81848174764064
"53",9.38862977479147,0.764755474554462,1.93869352819561,1.08152756401399,0.0000000000780160387598939,"PsiBre",0.0000000038227858992348
"54",6.03526154665964,0.724732026340967,2.39276967919618,1.02492586073753,0.000473078448876825,"RanBo",0.0208154517505803
"55",0.018356464708396,0.0136434013678893,0.0139236981342245,0.0192946832513687,0.81848174764064,"TriDe",0.81848174764064
"56",0,0,0,0,NA,"TriDu",NA
"57",0,0,0,0,NA,"TriEr",NA
"58",-0.00000000000000000174843691843816,0.00670752021615013,0.00948586605957126,0.00948586605957123,0.319242396975892,"TriHi",0.81848174764064
"59",0.000000000000000727349758070273,0.3130458659077,0.527085230223734,0.442713709211499,0.236075338681996,"TriHy",0.81848174764064
"60",0.0422121186544124,0.0349078605979354,0.0630899773406411,0.0493671698910296,0.672750386422702,"TriLa",0.81848174764064
"61",0.0101102011930037,0.00714899182273326,0.00000000000000000520417042793042,0.0101102011930037,0.319242396975892,"TriVa",0.81848174764064
